source_split,original_line_number,original_text,normalized_text,label,removal_reason,duplicate_of_split
train,73377,通州润枫领尚4-5月待推50平起1-3居小户型,通州润枫领尚4-5月待推50平起1-3居小户型,1,duplicate_with_test,test
train,73611,证券通天天涨幅榜背景大揭秘,证券通天天涨幅榜背景大揭秘,2,duplicate_with_dev,dev
train,73828,房山中国铁建长阳国际城近期推80-120平2-3居,房山中国铁建长阳国际城近期推80-120平2-3居,1,duplicate_with_test,test
train,74510,昌平山水上苑独栋别墅8月开盘8960元起,昌平山水上苑独栋别墅8月开盘8960元起,1,duplicate_with_dev,dev
train,76163,菲律宾警察与安帕图安家族武装交火,菲律宾警察与安帕图安家族武装交火,6,duplicate_with_dev,dev
train,77616,天琪商品观察,天琪商品观察,0,duplicate_with_test,test
train,81150,大兴CAGO寓所2011年1月推70平起1-3居均价待定,大兴CAGO寓所2011年1月推70平起1-3居均价待定,1,duplicate_with_test,test
train,81421,固安龙TOWN项目6月推1-3居V团购额外享98折,固安龙TOWN项目6月推1-3居V团购额外享98折,1,duplicate_with_dev,dev
train,81920,望京合生麒麟社精装小户型全款97折特价房94折,望京合生麒麟社精装小户型全款97折特价房94折,1,duplicate_with_test,test
train,82264,建信沪深300指数基金获批募集,建信沪深300指数基金获批募集,0,duplicate_with_dev,dev
train,82363,大兴艺苑桐城预计春节后推新2-3居全款97折,大兴艺苑桐城预计春节后推新2-3居全款97折,1,duplicate_with_test,test
train,84925,北京湾打造符合中国人审美情趣新式别墅,北京湾打造符合中国人审美情趣新式别墅,1,duplicate_with_dev,dev
train,86308,上市公司年报业绩快报及预告一览,上市公司年报业绩快报及预告一览,2,duplicate_with_test,test
train,88286,西四环金隅大成玲珑天地8月开盘推精装小户型,西四环金隅大成玲珑天地8月开盘推精装小户型,1,duplicate_with_dev,dev
train,89600,房山加州水郡4期60平起1-3居在售均价12800元,房山加州水郡4期60平起1-3居在售均价12800元,1,duplicate_with_test,test
train,89665,大兴合生世界村V计划团购均价8500买1层送1层,大兴合生世界村V计划团购均价8500买1层送1层,1,duplicate_with_dev,dev
train,91030,昌平雍�台景观板楼8月开盘均价8800元(图),昌平雍�台景观板楼8月开盘均价8800元(图),1,duplicate_with_dev,dev
train,92156,世奥国际中心精装现房19200元全款每平减400元,世奥国际中心精装现房19200元全款每平减400元,1,duplicate_with_dev,dev
train,93210,北五环清河新城5月推118平起2-3居均价26000,北五环清河新城5月推118平起2-3居均价26000,1,duplicate_with_dev,dev
train,94823,周末影响市场重要资讯回顾及展望,周末影响市场重要资讯回顾及展望,2,duplicate_with_test,test
train,96420,华尔街早餐：周四美股盘前必读,华尔街早餐:周四美股盘前必读,2,duplicate_with_dev,dev
train,98544,京版细则楼市调查：长阳半岛人气稍减即将开盘,京版细则楼市调查:长阳半岛人气稍减即将开盘,1,duplicate_with_test,test
train,99125,绩优一对多受宠　按户预约销售火爆,绩优一对多受宠 按户预约销售火爆,0,duplicate_with_test,test
train,99547,广发中证500指数基金获批,广发中证500指数基金获批,0,duplicate_with_test,test
train,101419,丰台亚胜铂第公馆精装小户型准现房均价28000,丰台亚胜铂第公馆精装小户型准现房均价28000,1,duplicate_with_test,test
train,101754,盘前：美股指期货小幅下滑,盘前:美股指期货小幅下滑,2,duplicate_with_dev,dev
train,102091,房山中粮万科长阳半岛精装板楼13500元起(图),房山中粮万科长阳半岛精装板楼13500元起(图),1,duplicate_with_dev,dev
train,102873,顺义龙湖香醍溪岸120平3居洋房及别墅享97折,顺义龙湖香醍溪岸120平3居洋房及别墅享97折,1,duplicate_with_test,test
train,104676,南四环城南大道精装小户型77万起购房送礼(图),南四环城南大道精装小户型77万起购房送礼(图),1,duplicate_with_dev,dev
train,104730,丰台天伦锦城现房在售50-150平1-3居全款98折,丰台天伦锦城现房在售50-150平1-3居全款98折,1,duplicate_with_test,test
train,106813,楼市没有真相 买不买房要看自己的腰包和需要,楼市没有真相 买不买房要看自己的腰包和需要,1,duplicate_with_test,test
train,109246,海淀上林溪9月推93平两居新房源均价22500元,海淀上林溪9月推93平两居新房源均价22500元,1,duplicate_with_test,test
train,112400,廊坊低密板楼百合尚城10月20日开盘均价3300元,廊坊低密板楼百合尚城10月20日开盘均价3300元,1,duplicate_with_dev,dev
train,112605,东坝首开常青藤2010年2月开盘推93平小3居(图),东坝首开常青藤2010年2月开盘推93平小3居(图),1,duplicate_with_dev,dev
train,112843,万科蓝山春节前推5号楼精装大3居35000元(图),万科蓝山春节前推5号楼精装大3居35000元(图),1,duplicate_with_test,test
train,113468,燕郊挪威de森林185平联排别墅总价150万起,燕郊挪威de森林185平联排别墅总价150万起,1,duplicate_with_dev,dev
train,115011,启城三期京津花园3月27日开盘均价5800元(图),启城三期京津花园3月27日开盘均价5800元(图),1,duplicate_with_test,test
train,115164,京西石景山老古城限价房项目即将推出均价4800,京西石景山老古城限价房项目即将推出均价4800,1,duplicate_with_test,test
train,116183,西四环板楼正源定慧福里新盘均价23000元(图),西四环板楼正源定慧福里新盘均价23000元(图),1,duplicate_with_test,test
train,116484,开放式基金分红206亿 减弱赎回压力是主因,开放式基金分红206亿 减弱赎回压力是主因,0,duplicate_with_dev,dev
train,117173,基金托管市场依旧三强争霸,基金托管市场依旧三强争霸,0,duplicate_with_test,test
train,117936,国奥美立方10月开盘小户型总价38万起,国奥美立方10月开盘小户型总价38万起,1,duplicate_with_dev,dev
train,120971,朝阳中建玲珑山12月中上旬推精装47平起0-1居,朝阳中建玲珑山12月中上旬推精装47平起0-1居,1,duplicate_with_test,test
train,121775,证监会拟禁止基金经理买卖期指,证监会拟禁止基金经理买卖期指,0,duplicate_with_dev,dev
train,123821,林达海渔广场精装公寓均价17200元全款96折(图),林达海渔广场精装公寓均价17200元全款96折(图),1,duplicate_with_dev,dev
train,124526,海淀正源尚峰尚水35平起0-3居预计11月开盘,海淀正源尚峰尚水35平起0-3居预计11月开盘,1,duplicate_with_dev,dev
train,128473,易方达资源行业基金7月18日起发行,易方达资源行业基金7月18日起发行,0,duplicate_with_dev,dev
train,128760,西藏旅游：掌控资源 打造区域龙头,西藏旅游:掌控资源 打造区域龙头,2,duplicate_with_dev,dev
train,130395,北京打折潮是否真来袭 本周优惠打折信息全报道,北京打折潮是否真来袭 本周优惠打折信息全报道,1,duplicate_with_test,test
train,134158,朝阳北路润枫嘉尚7月开盘精装小户型39平起(图),朝阳北路润枫嘉尚7月开盘精装小户型39平起(图),1,duplicate_with_test,test
train,134884,美股期货上升 道指期货升18点,美股期货上升 道指期货升18点,2,duplicate_with_dev,dev
train,136083,挪威建筑师代表团访问华太设计（组图）,挪威建筑师代表团访问华太设计(组图),1,duplicate_with_test,test
train,137575,任志强：房地产市场最坏的情况过去了,任志强:房地产市场最坏的情况过去了,1,duplicate_with_dev,dev
train,143568,涨停敢死队火线抢入7只强势股,涨停敢死队火线抢入7只强势股,2,duplicate_with_dev,dev
train,144734,房山世界名园58-135平1-3居均价9500可享优惠,房山世界名园58-135平1-3居均价9500可享优惠,1,duplicate_with_test,test
train,146703,京汉铂寓杯首届棋牌PK赛圆满举行(组图),京汉铂寓杯首届棋牌PK赛圆满举行(组图),1,duplicate_with_dev,train
train,147706,旧宫润枫锦尚南向75平1居13500元全款97折(图),旧宫润枫锦尚南向75平1居13500元全款97折(图),1,duplicate_with_test,test
train,147749,兴业全球基金获批专户理财资格,兴业全球基金获批专户理财资格,0,duplicate_with_test,test
train,152871,夏威夷南岸二期11月底12月初推板楼新房源,夏威夷南岸二期11月底12月初推板楼新房源,1,duplicate_with_test,test
train,153603,智地钻河公馆小户型总价90万起全款95折(图),智地钻河公馆小户型总价90万起全款95折(图),1,duplicate_with_test,test
train,154448,昌平润枫欣尚61平办公均价18000享98折,昌平润枫欣尚61平办公均价18000享98折,1,duplicate_with_test,test
train,155022,顺义香悦四季95-115平2-3居起价15000享98折,顺义香悦四季95-115平2-3居起价15000享98折,1,duplicate_with_test,test
train,155724,5号线宋家庄万科红精装1-2居11月20日开盘,5号线宋家庄万科红精装1-2居11月20日开盘,1,duplicate_with_test,test
train,157049,通州世纪星城全朝阳43平起1-3居现房11月开盘,通州世纪星城全朝阳43平起1-3居现房11月开盘,1,duplicate_with_test,test
train,158173,海淀中间建筑准现房均价16000元全款97折(图),海淀中间建筑准现房均价16000元全款97折(图),1,duplicate_with_dev,dev
train,159840,顺义龙湖香醍溪苑90-315平米花园洋房全款96折,顺义龙湖香醍溪苑90-315平米花园洋房全款96折,1,duplicate_with_test,test
train,160333,超大型水晶贺岁巨作亮相盘古七星酒店,超大型水晶贺岁巨作亮相盘古七星酒店,1,duplicate_with_test,test
train,162247,新通国际花园楼王90至120平三居均价11000(图),新通国际花园楼王90至120平三居均价11000(图),1,duplicate_with_dev,dev
train,164476,上半年北京二手房成交破10万套 超过07年总量,上半年北京二手房成交破10万套 超过07年总量,1,duplicate_with_dev,dev
train,165015,住宅市场双轨制局势明朗 房企巨头发力商业地产,住宅市场双轨制局势明朗 房企巨头发力商业地产,1,duplicate_with_dev,train
train,165784,丰台4号线蓝光云鼎待推40平小户型立减6万,丰台4号线蓝光云鼎待推40平小户型立减6万,1,duplicate_with_test,test
train,167273,中小板表现亮眼 8只个股涨停,中小板表现亮眼 8只个股涨停,2,duplicate_with_test,test
train,168574,潮白河孔雀城12月18日开盘180-290平米新房源,潮白河孔雀城12月18日开盘180-290平米新房源,1,duplicate_with_dev,dev
train,168902,奥巴马签署命令取消干细胞研究限制,奥巴马签署命令取消干细胞研究限制,6,duplicate_with_test,test
train,168933,房山昊腾花园均价4800全款98折(图),房山昊腾花园均价4800全款98折(图),1,duplicate_with_dev,dev
train,170595,富国天时货币暂停大额申购,富国天时货币暂停大额申购,0,duplicate_with_dev,dev
train,171483,柏林爱乐精装公寓7月开盘11000元总价49万起(图),柏林爱乐精装公寓7月开盘11000元总价49万起(图),1,duplicate_with_test,test
train,172311,东5环外远洋一方64平起1-3居最高享6万元优惠,东5环外远洋一方64平起1-3居最高享6万元优惠,1,duplicate_with_test,test
train,172859,双品牌联合助推 筑造新里程新学府梦,双品牌联合助推 筑造新里程新学府梦,1,duplicate_with_dev,train
train,173942,图文：电信研究院通信标准所副所长王志勤,图文:电信研究院通信标准所副所长王志勤,4,duplicate_with_dev,dev
train,175235,海淀清河新城小户型均价21000元98折优惠(图),海淀清河新城小户型均价21000元98折优惠(图),1,duplicate_with_dev,dev
train,176269,丰台中景未山赋春节后推150-390平新盘,丰台中景未山赋春节后推150-390平新盘,1,duplicate_with_test,test
train,178092,收盘：美国股市小幅收高,收盘:美国股市小幅收高,2,duplicate_with_test,test
